country,sector,gross_amt,net_amt,from,to,transaction_id,transaction_date,amount,transaction_type,account_number,merchant_name,category,location,city,state,currency,card_type,card_number,card_expiry_date,transaction_description,transaction_code,transaction_status,transaction_time,transaction_fee,recipient_name,recipient_account_number,recipient_bank_name,exchange_rate,notes
Ukraine,Education,6843.41,361.09,Account K,Customer Delight,800,10/11/2022,6614.93,transfer,6679892360,Roodel,entertainment,2733 Dottie Avenue,Novi Bilokorovychi,,UAH,mastercard,67095522621988078,10/23/2022,eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla,B2,completed,12:37 PM,41.84,Jeremy Drabble,7113945003,Oozz,1.6359,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante."
Philippines,Finance,7040.22,1541.79,Account Q,Wellness Center A,801,8/30/2022,7006.04,withdrawal,5427937917,Topicstorm,transportation,9997 Bowman Road,Bitaogan,,PHP,visa,374283800005928,11/8/2030,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est,C3,failed,11:49 PM,20.86,Marge Eisikovitsh,5843379636,Gabtype,0.6917,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.
Indonesia,E-commerce,5672.14,4844.64,Account L,E-commerce Store B,802,10/22/2022,4030.14,transfer,9908850754,Brainbox,food,9488 Mifflin Way,Tanjungsari Barat,,IDR,visa,490314187602749193,8/7/2025,vitae ipsum aliquam non mauris morbi non lectus aliquam sit,A1,pending,7:38 AM,30.87,Erminie Yemm,6341298743,Thoughtbridge,0.682,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus."
Nigeria,Consulting,7308.5,8054.11,Account N,Wellness Center A,803,5/5/2022,6742.2,transfer,8678504939,Eare,food,40 Grayhawk Circle,Ikang,,NGN,mastercard,3562728301594693,8/10/2023,sem praesent id massa id nisl venenatis lacinia aenean sit amet,C3,completed,5:26 PM,0.72,Taylor Mattschas,9866009901,Abatz,1.5758,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl."
Brazil,Real Estate,4010.12,484.88,Account U,Clinic W,804,11/22/2022,5886.1,deposit,4681781187,Photojam,entertainment,45854 Stuart Way,Boa Vista,,BRL,visa,5602211043835721,2/17/2022,interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien,B2,pending,7:12 AM,48.27,Theo Mobbs,5712008789,Bubbletube,1.2932,Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.
Portugal,Finance,9103.69,6223.7,Account T,Online Merchant Z,805,7/19/2022,5119.49,transfer,8906716805,Dablist,transportation,873 Bashford Place,Ladoeiro,05,EUR,mastercard,3570492553811384,2/17/2029,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien,B2,failed,10:23 PM,42.76,Tobe Caush,1988818618,Yacero,0.8289,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
Portugal,Energy,570.4,5573.42,Account N,Wellness Center A,806,10/9/2022,8822.88,withdrawal,4531833866,Yodel,transportation,28370 Pleasure Drive,Monte da Boavista,07,EUR,amex,5602234284389612,7/30/2025,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget,A1,pending,10:07 AM,48.02,Rahel Phillot,3452616393,Aivee,0.5833,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
Russia,Energy,1212.06,4812.05,Account V,E-commerce Store B,807,7/20/2022,8423.66,transfer,4355732404,Twiyo,food,0 Hauk Avenue,Koshki,,RUB,mastercard,5602223784469047425,9/24/2022,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer,C3,failed,2:15 AM,36.68,Ange Dyter,8160915496,Youopia,0.7733,
Sweden,Energy,1390.63,3571.42,Account T,Customer Delight,808,9/11/2022,6584.09,transfer,9085677486,Yadel,food,39 Northview Lane,Ystad,M,SEK,visa,6331105602240453,2/2/2030,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo,B2,completed,1:41 PM,26.42,Kevyn Gallehock,2773129305,Meevee,1.716,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc."
Russia,Finance,6877.16,819.47,Account Y,Wellness Center A,809,12/17/2022,7980.28,deposit,8871916527,Skidoo,entertainment,1171 Mesta Hill,Primorka,,RUB,mastercard,3586928624861439,7/11/2027,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin,B2,pending,10:51 AM,10.7,Nancee Buckney,5767550645,Kwimbee,1.7695,Nunc purus. Phasellus in felis.
Czech Republic,Automotive,9132.57,2585.91,Account Z,Supplier Solutions,810,12/5/2022,4052.97,transfer,8041626489,Quatz,transportation,25 Buhler Lane,Netvořice,,CZK,amex,6331106064416541904,12/4/2030,sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat,A1,completed,10:06 PM,16.2,Tito Bezemer,7964995773,Leenti,1.6755,Nullam porttitor lacus at turpis.
Portugal,Construction,1738.38,753.96,Account A,E-commerce Store B,811,12/2/2022,8550.59,deposit,9729720857,Meetz,utilities,54 Burning Wood Court,Carvalhinho,15,EUR,mastercard,3560580921990237,6/12/2029,eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio,B2,completed,12:20 AM,15.97,Dulsea McAster,9425036966,Mydo,1.1168,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus."
China,Construction,4605.93,1501.73,Account L,Supplier Connect,812,5/2/2022,7140.03,withdrawal,1486514508,Yadel,utilities,4 Westerfield Pass,Lixiqiao,,CNY,visa,4911854326985310820,1/24/2025,fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu,B2,completed,2:43 AM,47.97,Josey Norton,8888034094,Oodoo,1.8767,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio."
Malta,Real Estate,5145.05,6357.93,Account R,Customer Delight,813,1/26/2022,8237.25,deposit,2238485271,Kazio,food,738 7th Avenue,Imtarfa,,EUR,mastercard,676378481410343548,9/23/2026,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id,C3,pending,11:02 PM,9.36,Duane Endle,5111871950,Youspan,0.9053,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui."
Ireland,Automotive,6528.06,9417.2,Account S,Supplier Y,814,9/18/2022,2690.06,transfer,2325081922,Myworks,entertainment,4408 Hooker Trail,Old Kilcullen,,EUR,mastercard,5602239892008892,2/18/2025,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin,B2,failed,7:45 PM,12.95,Ignacio Buckenham,3210298872,Photofeed,0.6277,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.
Brazil,Manufacturing,4994.35,7570.61,Account B,Customer Z,815,2/15/2022,9869.63,transfer,2428630124,Fatz,transportation,6 Londonderry Hill,Tabatinga,,BRL,amex,5610885035570447851,5/23/2024,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet,B2,pending,10:26 PM,18.31,Freddie Mammatt,5611147022,Kanoodle,0.8319,Vestibulum rutrum rutrum neque.
Russia,Real Estate,1101.92,9146.18,Account C,Online Merchant Z,816,12/11/2022,8066.09,deposit,8883680685,Topiclounge,transportation,6 Eggendart Pass,Rozhdestveno,,RUB,visa,3556181492301866,1/26/2022,id nisl venenatis lacinia aenean sit amet justo morbi ut,A1,failed,5:39 PM,5.04,Elvira Priddle,7767852568,Cogidoo,0.8102,
Peru,Insurance,8721.8,1172.07,Account R,Customer Care Center,817,5/16/2022,332.0,withdrawal,8943403788,Divavu,food,1280 Fairfield Pass,Tambo,,PEN,mastercard,5893549057574340,7/14/2022,nulla quisque arcu libero rutrum ac lobortis vel dapibus at,B2,pending,9:47 PM,30.37,Kesley Neem,4504117169,Centizu,0.5954,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.
Japan,Manufacturing,9181.68,8930.33,Account S,Buyer Network,818,9/11/2022,8035.67,deposit,1948469396,Jabberstorm,food,28 Westerfield Place,Katsuta,,JPY,visa,5252360177972751,3/14/2028,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque,A1,pending,11:08 AM,15.36,Aloysius Mineghelli,6072201237,Browseblab,1.002,
Czech Republic,Energy,3333.74,2299.31,Account N,Supplier Connect,819,9/1/2022,3735.62,deposit,4311553099,Kayveo,transportation,619 Johnson Drive,Bechlín,,CZK,amex,3578340313486652,7/12/2030,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam,A1,failed,5:12 PM,11.27,Johannes Iredale,3335645639,Talane,1.7587,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien."
Russia,Consulting,8527.99,3975.89,Account O,Customer Delight,820,11/2/2022,8173.36,transfer,7380416593,Fatz,entertainment,46 Chinook Trail,Preobrazheniye,,RUB,visa,3573272281214581,9/28/2027,blandit mi in porttitor pede justo eu massa donec dapibus duis at velit,B2,pending,7:43 PM,38.12,Guillaume Bambra,6348950200,Mydeo,1.2478,
China,Insurance,4764.16,6122.79,Account D,Supplier Solutions,821,5/16/2022,702.66,transfer,1610818303,Zava,food,38 Sage Parkway,Zhouhe,,CNY,mastercard,3556465705083217,2/21/2023,volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea,B2,failed,2:24 PM,29.27,Lamont Juschka,3042566911,Kwilith,1.0887,Suspendisse potenti. In eleifend quam a odio.
Portugal,Non-Profit,1600.6,6762.14,Account B,Supplier Solutions,822,12/18/2022,3804.05,transfer,5004220859,Roodel,transportation,06779 Talmadge Avenue,Valeirinha,06,EUR,visa,3536630077404508,8/8/2029,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia,A1,completed,7:47 PM,25.74,Nancie Romagosa,6806959952,Tagtune,1.0998,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh."
Malaysia,Insurance,1079.92,2660.14,Account V,Customer Care Center,823,4/5/2022,8754.98,transfer,5120598761,Flipopia,transportation,2933 David Street,Johor Bahru,JHR,MYR,amex,4175001116993634,10/2/2023,sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel,C3,completed,6:07 PM,27.61,Clem Oliphant,7924968040,Topiclounge,1.1649,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc."
Indonesia,E-commerce,1095.83,7194.47,Account W,Health Clinic X,824,8/3/2022,101.45,deposit,4141201694,Janyx,transportation,1150 Del Sol Place,Banjarejo,,IDR,visa,6390294502961265,12/8/2030,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi,B2,failed,1:19 PM,13.03,Ezmeralda Rosenbush,1762372744,Zooveo,0.5746,
Argentina,Construction,4685.11,3343.04,Account R,Retailer Hub,825,11/9/2022,7418.88,transfer,7146882556,Gigazoom,utilities,1 Garrison Circle,Unquillo,,ARS,mastercard,3532593798030990,1/13/2026,ut tellus nulla ut erat id mauris vulputate elementum nullam,C3,pending,12:59 PM,42.92,Blondie Hanrahan,2077557770,Meejo,1.0162,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue."
Malaysia,Telecommunications,8957.45,1788.12,Account Y,Clinic W,826,9/24/2022,8133.89,deposit,2532605799,Photolist,utilities,8 Michigan Court,Kota Bharu,KTN,MYR,visa,30386405840882,5/28/2023,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc,B2,failed,11:07 AM,8.33,Kit Durnan,1805111899,Browsezoom,1.5381,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus."
Portugal,Transportation,1050.65,9766.86,Account M,Supplier Green,827,9/10/2022,8306.05,withdrawal,9831939275,Linktype,utilities,554 Basil Parkway,Lombo Meão,01,EUR,mastercard,3564675535943592,4/26/2030,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam,C3,failed,1:51 PM,14.14,Betta Monkley,2506899663,Wikizz,0.861,
Senegal,Education,8501.18,1292.98,Account O,Online Merchant Z,828,11/8/2022,3710.37,withdrawal,9414133489,Jabbersphere,utilities,5 Commercial Plaza,Mbaké,,XOF,amex,5602239447136537,4/3/2024,at turpis donec posuere metus vitae ipsum aliquam non mauris,C3,pending,3:06 PM,38.85,Tawsha Lethem,4929953289,Linkbridge,1.6503,
Portugal,Non-Profit,9333.04,9310.33,Account K,Supplier Y,829,7/21/2022,3127.88,withdrawal,1334727464,Ozu,entertainment,33450 Fisk Way,Pereira,13,EUR,visa,0604828390260967454,7/30/2028,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non,A1,pending,1:09 AM,28.66,Hamid Cersey,9011871948,Voolia,0.919,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.
Senegal,Agriculture,4333.95,3974.28,Account W,Medical Practice Y,830,1/22/2022,2432.37,withdrawal,7318560441,Mymm,food,1 Laurel Drive,Sémé,,XOF,mastercard,677184150724808254,6/21/2029,mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit,B2,failed,9:02 PM,15.77,Mahmud Disley,5311707170,Skilith,1.0336,"Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla."
Poland,Entertainment,1778.21,4263.48,Account Z,Pharmacy Chain A,831,5/5/2022,1246.14,withdrawal,3485752636,Feedbug,entertainment,2503 8th Avenue,Wólka Pełkińska,,PLN,amex,3552057843152170,8/9/2025,ut nunc vestibulum ante ipsum primis in faucibus orci luctus,C3,failed,9:47 AM,7.7,Tory Papa,7154440315,Dazzlesphere,1.1446,
China,Manufacturing,3481.41,38.58,Account Y,Buyer Network,832,6/22/2022,4400.74,deposit,8921981929,Skyvu,transportation,9162 Ilene Plaza,Jurh,,CNY,mastercard,5610076738948919,4/30/2027,pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl,B2,completed,6:32 PM,39.75,Tab Totman,1433401156,Centidel,1.5442,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.
Brazil,Education,2303.29,5284.27,Account M,Clinic W,833,1/27/2022,3133.28,withdrawal,5218400360,Skipstorm,food,027 Fuller Crossing,Tobias Barreto,,BRL,visa,30004257779278,12/7/2024,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero,C3,pending,4:27 PM,19.89,Zorina Cowan,5660860363,Cogilith,1.3391,
Tanzania,Education,732.88,7734.38,Account N,Buyer Network,834,3/25/2022,6062.11,deposit,5042876774,Dazzlesphere,food,23549 Buell Court,Ngudu,,TZS,amex,3529116158780411,9/5/2025,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper,B2,failed,10:38 AM,37.34,Maximilian Riccard,5460471540,Demizz,1.9483,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula."
Argentina,Finance,8742.97,649.58,Account J,Client Services Group,835,1/3/2022,2194.55,transfer,5857694578,Pixoboo,entertainment,43 Holmberg Lane,Tama,,ARS,visa,3536227954770828,10/6/2023,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id,C3,completed,9:32 AM,30.03,Vittoria Ridel,1123442368,Edgepulse,0.5125,"Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero."
Brazil,Consulting,3883.76,7259.35,Account Q,Supplier Y,836,1/29/2022,4689.71,withdrawal,6055300247,InnoZ,entertainment,7 Alpine Court,Mineiros,,BRL,amex,3557255443284915,4/2/2027,ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit,C3,pending,11:31 PM,26.93,Brent Campana,7099231516,Yabox,1.312,
Panama,Telecommunications,9711.76,7207.92,Account S,Online Merchant Z,837,6/9/2022,5677.47,transfer,1513528549,Katz,food,7769 Wayridge Drive,Nuevo Arraiján,,PAB,mastercard,3579113305447126,6/13/2022,at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem,C3,completed,9:42 AM,28.03,Loralyn Lazar,6899965836,Snaptags,1.9055,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
France,Telecommunications,1230.2,8937.98,Account N,Clinic W,838,3/27/2022,8406.28,deposit,1528533656,Mybuzz,transportation,63602 Pepper Wood Avenue,Reims,A4,EUR,mastercard,4405803186410221,7/17/2022,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus,C3,pending,10:38 PM,36.52,Alena Shirtcliffe,1693066872,Tazz,0.584,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
Russia,Construction,5380.03,173.4,Account X,Medical Practice Y,839,5/7/2022,2106.17,withdrawal,7736695406,Babbleset,food,582 Sunbrook Street,Zainsk,,RUB,visa,6759057210965620,3/23/2030,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,A1,pending,4:44 AM,25.79,Maurise Skrines,1741464100,Innotype,1.2632,
Poland,Construction,160.73,3114.87,Account U,Medical Practice Y,840,4/2/2022,2899.68,withdrawal,3554277411,Jaxspan,entertainment,761 Meadow Ridge Point,Mońki,,PLN,mastercard,6304801648310783110,12/3/2029,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non,A1,pending,1:33 AM,1.2,Mark Barthram,5414708309,Skiptube,0.7809,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum."
South Africa,Entertainment,5090.51,1437.17,Account W,Supplier Connect,841,9/30/2022,2911.62,deposit,1711510290,Flipopia,transportation,18 Petterle Alley,Zeerust,,ZAR,mastercard,3586737489109937,11/30/2029,urna ut tellus nulla ut erat id mauris vulputate elementum nullam,B2,failed,8:39 PM,42.24,Boycey Sedworth,1800077752,Minyx,0.6473,
Colombia,Non-Profit,8605.51,1728.87,Account V,Clinic W,842,9/23/2022,3438.35,transfer,2947119930,Divavu,food,33204 Stoughton Circle,Pitalito,,COP,visa,3537778238095092,1/14/2026,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque,A1,pending,4:58 AM,30.44,Mordy Crowdson,6451520257,Yakitri,1.7835,
Russia,Automotive,4893.65,8743.69,Account S,Customer Delight,843,1/2/2022,6382.08,withdrawal,1520399197,Fiveclub,transportation,85 Paget Street,Kalinovskoye,,RUB,visa,63049139336341059,11/29/2027,justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla,C3,completed,5:04 PM,26.84,Constanta Ondrusek,2860783858,Roombo,1.2878,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
China,Services,1032.56,4032.05,Account M,Clinic W,844,3/24/2022,1448.4,deposit,6541031848,Buzzshare,food,7 Vidon Center,Hengtang,,CNY,visa,3537742066447163,1/6/2026,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit,C3,pending,2:21 PM,21.78,Demetris Bullivent,3393039551,Topdrive,1.9345,
Portugal,Manufacturing,716.31,8875.91,Account O,Merchant A,845,10/5/2022,783.01,transfer,1587223375,Realcube,transportation,85 Monterey Hill,Fenais da Ajuda,42,EUR,visa,3576563847319618,2/25/2026,proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue,A1,completed,3:32 AM,3.6,Lonny Ferriby,9929564798,Vimbo,1.1997,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque."
Indonesia,Insurance,6841.86,3337.18,Account Q,Supplier Y,846,6/30/2022,6984.27,deposit,1500286609,Realbuzz,entertainment,48980 Norway Maple Hill,Ketapang,,IDR,visa,3587546666772287,2/27/2022,odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae,C3,completed,1:07 PM,20.43,Corissa Holgan,3957818335,Mymm,0.8715,
France,Transportation,179.24,3008.34,Account K,Customer Z,847,9/3/2022,9782.65,transfer,9238773501,Mybuzz,food,126 Basil Junction,Rive-de-Gier,B9,EUR,visa,675949043103181213,9/11/2023,semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus,B2,completed,3:41 PM,24.51,Carmelia Vassano,4832788914,Buzzbean,0.7824,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
Mexico,Automotive,6778.42,1042.37,Account L,Customer Care Center,848,1/2/2022,1687.46,transfer,5362242796,Jamia,food,4 Texas Place,Emiliano Zapata,OAX,MXN,visa,374037783256068,7/24/2025,cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam,A1,failed,4:24 AM,32.07,Dacie Antliff,2982540312,Eadel,1.1761,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui."
China,Agriculture,8640.57,9485.81,Account L,E-commerce Store B,849,4/3/2022,2626.81,withdrawal,8799485992,Tekfly,food,732 Forest Run Avenue,Jinyuan,,CNY,mastercard,374622276874350,3/15/2026,consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum,A1,pending,8:46 AM,49.53,Madlen Ramsell,1201262267,Shuffletag,0.5053,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis."
China,Construction,1452.26,6059.47,Account N,Retailer Hub,850,11/23/2022,4695.95,deposit,4424563030,Bluezoom,food,2 Randy Alley,Xidoupu,,CNY,amex,67066808720269055,6/16/2022,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor,C3,failed,4:28 PM,36.04,Harvey Parris,8504584305,Oba,1.8809,
